run_id,timestamp,question,intent,needs_sql,complexity_tier,complexity_reason,output_mode,language,selected_model,fallback_model
run_20260526_220116_6d23,2026-05-26T22:01:53,Wie viele Nationen gibt es?,aggregation,true,hard,"Fallback: Parse-Fehler: Error calling model 'gemini-2.0-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash-lite\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash-lite\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash-lite\nPlease retry in 32.62077297s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_input_token_count', 'quotaId': 'GenerateContentInputTokensPerModelPerMinute-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash-lite'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash-lite'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash-lite'}}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}",table,de,gemini-2.5-flash,gemini-2.5-flash
run_20260526_221850_dd87,2026-05-26T22:19:15,Wie viele Nationen gibt es?,aggregation,true,hard,"Fallback: Parse-Fehler: Error calling model 'gemini-2.0-flash-lite' (NOT_FOUND): 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.0-flash-lite is no longer available to new users. Please update your code to use a newer model for the latest features and improvements.', 'status': 'NOT_FOUND'}}",table,de,gemini-2.5-flash,gemini-2.5-flash
run_20260526_222320_4f92,2026-05-26T22:23:45,Wie viele Nationen gibt es?,aggregation,true,hard,"Fallback: Parse-Fehler: Error calling model 'gemini-2.0-flash' (NOT_FOUND): 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.0-flash is no longer available to new users. Please update your code to use a newer model for the latest features and improvements.', 'status': 'NOT_FOUND'}}",table,de,gemini-2.5-flash,gemini-2.5-flash
run_20260526_222827_e78d,2026-05-26T22:28:34,Wie viele Nationen gibt es?,aggregation,true,hard,"Fallback: Parse-Fehler: Error calling model 'gemini-2.0-flash-001' (NOT_FOUND): 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.0-flash-001 is no longer available to new users. Please update your code to use a newer model for the latest features and improvements.', 'status': 'NOT_FOUND'}}",table,de,gemini-2.5-flash-preview-05-20,gemini-2.5-flash-preview-05-20
run_20260526_223207_09b4,2026-05-26T22:32:13,Wie viele Nationen gibt es?,aggregation,true,easy,Simple count aggregation on a single table.,table,de,gemini-2.5-flash-lite,gemini-2.5-flash
run_20260526_223235_2bfa,2026-05-26T22:32:37,Was ist die Performance?,explanation,false,hard,The question is too vague and requires clarification.,management_summary,de,,
run_20260526_223401_7486,2026-05-26T22:34:07,Was ist der Umsatz der zwei höchsten Länder?,ranking,true,easy,"The question asks for the top 2 countries by revenue, which is a straightforward ranking.",table,de,gemini-2.5-flash-lite,gemini-2.5-flash
run_20260526_223549_44b6,2026-05-26T22:35:54,"Zeig mir den Umsatz pro Nation, sortiert nach Gesamtumsatz",ranking,true,easy,Simple aggregation and sorting by a single dimension.,table,de,gemini-2.5-flash-lite,gemini-2.5-flash
run_20260526_223654_150e,2026-05-26T22:37:01,Welche 5 Kunden haben den höchsten Umsatz und aus welcher Nation kommen sie?,ranking,true,hard,Requires joining customer and transaction data to rank by revenue and retrieve nation.,table,de,gemini-2.5-flash,gemini-2.5-flash
run_20260526_223928_c922,2026-05-26T22:39:31,Was ist die Performance?,explanation,false,hard,The question is too vague and requires clarification.,management_summary,de,,
