timestamp,question,primary_model,backup_model,model_used,sql_candidate,success,error_message,user_question,selected_model,attempt_number,fallback_used,generated_sql,sql_valid,sql_error,execution_success,row_count,run_id,final_sql,model_primary,validation_success,error_type,source_tables,latency_seconds,answer_preview,log_type
2026-05-11T19:58:07,"I n dieser Anfrage sollen Sonderangebots-Kandidaten ermittelt werden: Man finde
die Hersteller, die von bestimmten Teilen (gekennzeichnet durch die Farbe „forest"", wobei
die Farbe in die Produktbezeichnung kodiert ist) mehr als die Hälfte des kanadischen
Jahresabsatzes (von 1994) auf Lager haben.",gemini-2.5-flash-lite,gemini-2.5-flash,gemini-2.5-flash,"SELECT
  p.p_mfgr
FROM part AS p
JOIN partsupp AS ps
  ON p.p_partkey = ps.ps_partkey
WHERE",false,"syntax error at or near "")""
LINE 6: WHERE) AS langgraph_generated_query LIMIT 50
             ^","I n dieser Anfrage sollen Sonderangebots-Kandidaten ermittelt werden: Man finde
die Hersteller, die von bestimmten Teilen (gekennzeichnet durch die Farbe „forest"", wobei
die Farbe in die Produktbezeichnung kodiert ist) mehr als die Hälfte des kanadischen
Jahresabsatzes (von 1994) auf Lager haben.",gemini-2.5-flash,1,true,"SELECT
  p.p_mfgr
FROM part AS p
JOIN partsupp AS ps
  ON p.p_partkey = ps.ps_partkey
WHERE",true,"syntax error at or near "")""
LINE 6: WHERE) AS langgraph_generated_query LIMIT 50
             ^",false,0,run_20260511_195802_d91d,,gemini-2.5-flash-lite,true,execution_error,part|partsupp,,,
2026-05-11T19:58:07,"I n dieser Anfrage sollen Sonderangebots-Kandidaten ermittelt werden: Man finde
die Hersteller, die von bestimmten Teilen (gekennzeichnet durch die Farbe „forest"", wobei
die Farbe in die Produktbezeichnung kodiert ist) mehr als die Hälfte des kanadischen
Jahresabsatzes (von 1994) auf Lager haben.",gemini-2.5-flash-lite,,gemini-2.5-flash,,false,"syntax error at or near "")""
LINE 6: WHERE) AS langgraph_generated_query LIMIT 50
             ^",,gemini-2.5-flash,,true,"SELECT
  p.p_mfgr
FROM part AS p
JOIN partsupp AS ps
  ON p.p_partkey = ps.ps_partkey
WHERE",true,"syntax error at or near "")""
LINE 6: WHERE) AS langgraph_generated_query LIMIT 50
             ^",false,0,run_20260511_195802_d91d,,gemini-2.5-flash-lite,true,execution_error,part|partsupp,5.263,"I could not produce a valid executable SQL query. Last error: syntax error at or near "")"" LINE 6: WHERE) AS langgraph_generated_query LIMIT 50              ^",
2026-05-11T19:59:07,please give me all suppliers with nation United States WITH orders more than 400000,gemini-2.5-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'United States' AND o.o_totalprice > 400000
LIMIT 50",true,,please give me all suppliers with nation United States WITH orders more than 400000,gemini-2.5-flash-lite,1,false,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'United States' AND o.o_totalprice > 400000
LIMIT 50",true,,true,0,run_20260511_195903_3fc1,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'United States' AND o.o_totalprice > 400000
LIMIT 50",gemini-2.5-flash-lite,true,,nation|orders|supplier,,,
2026-05-11T19:59:07,please give me all suppliers with nation United States WITH orders more than 400000,gemini-2.5-flash-lite,,gemini-2.5-flash-lite,,true,,,gemini-2.5-flash-lite,,false,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'United States' AND o.o_totalprice > 400000
LIMIT 50",true,,true,0,run_20260511_195903_3fc1,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'United States' AND o.o_totalprice > 400000
LIMIT 50",gemini-2.5-flash-lite,true,,nation|orders|supplier,3.524,The query returned no rows.,
2026-05-11T19:59:36,please give me all suppliers with nation United States WITH orders more than 400000,gemini-2.5-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'UNITED STATES' AND o.o_totalprice > 400000
LIMIT 50",true,,please give me all suppliers with nation United States WITH orders more than 400000,gemini-2.5-flash-lite,1,false,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'UNITED STATES' AND o.o_totalprice > 400000
LIMIT 50",true,,true,0,run_20260511_195933_b031,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'UNITED STATES' AND o.o_totalprice > 400000
LIMIT 50",gemini-2.5-flash-lite,true,,nation|orders|supplier,,,
2026-05-11T19:59:36,please give me all suppliers with nation United States WITH orders more than 400000,gemini-2.5-flash-lite,,gemini-2.5-flash-lite,,true,,,gemini-2.5-flash-lite,,false,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'UNITED STATES' AND o.o_totalprice > 400000
LIMIT 50",true,,true,0,run_20260511_195933_b031,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'UNITED STATES' AND o.o_totalprice > 400000
LIMIT 50",gemini-2.5-flash-lite,true,,nation|orders|supplier,3.532,The query returned no rows.,
2026-05-11T20:00:06,please give me all suppliers with nation United States WITH orders more than 400000,gemini-2.5-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'UNITED STATES' AND o.o_totalprice > 300000
LIMIT 50",true,,please give me all suppliers with nation United States WITH orders more than 400000,gemini-2.5-flash-lite,1,false,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'UNITED STATES' AND o.o_totalprice > 300000
LIMIT 50",true,,true,2,run_20260511_200000_19c9,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'UNITED STATES' AND o.o_totalprice > 300000
LIMIT 50",gemini-2.5-flash-lite,true,,nation|orders|supplier,,,
2026-05-11T20:00:06,please give me all suppliers with nation United States WITH orders more than 400000,gemini-2.5-flash-lite,,gemini-2.5-flash-lite,,true,,,gemini-2.5-flash-lite,,false,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'UNITED STATES' AND o.o_totalprice > 300000
LIMIT 50",true,,true,2,run_20260511_200000_19c9,"SELECT
  s.s_name
FROM supplier AS s
JOIN nation AS n
  ON s.s_nationkey = n.n_nationkey
JOIN orders AS o
  ON o.o_custkey = s.s_suppkey
WHERE
  n.n_name = 'UNITED STATES' AND o.o_totalprice > 300000
LIMIT 50",gemini-2.5-flash-lite,true,,nation|orders|supplier,6.352,The query returned 2 rows.,
2026-05-11T21:48:09,"What are the top 10 customers by revenue?
",gemini-2.5-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite,,false,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}","What are the top 10 customers by revenue?
",gemini-2.5-flash-lite,1,false,,false,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260511_214807_db53,,gemini-2.5-flash-lite,false,validation_error,,,,attempt
2026-05-11T21:48:09,"What are the top 10 customers by revenue?
",gemini-2.5-flash-lite,gemini-2.5-flash,gemini-2.5-flash,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}","What are the top 10 customers by revenue?
",gemini-2.5-flash,1,true,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260511_214807_db53,,gemini-2.5-flash-lite,false,validation_error,,,,attempt
2026-05-11T21:48:09,"What are the top 10 customers by revenue?
",gemini-2.5-flash-lite,,gemini-2.5-flash,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",,gemini-2.5-flash,,true,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260511_214807_db53,,gemini-2.5-flash-lite,false,generation_error,,2.074,"I could not produce a valid executable SQL query. Last error: Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",run_final
2026-05-12T16:23:29,kannst du mir alle regions ausspucken?,gemini-2.5-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite,,false,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",kannst du mir alle regions ausspucken?,gemini-2.5-flash-lite,1,false,,false,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260512_162328_cc7a,,gemini-2.5-flash-lite,false,validation_error,,,,attempt
2026-05-12T16:23:29,kannst du mir alle regions ausspucken?,gemini-2.5-flash-lite,gemini-2.5-flash,gemini-2.5-flash,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",kannst du mir alle regions ausspucken?,gemini-2.5-flash,1,true,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260512_162328_cc7a,,gemini-2.5-flash-lite,false,validation_error,,,,attempt
2026-05-12T16:23:29,kannst du mir alle regions ausspucken?,gemini-2.5-flash-lite,,gemini-2.5-flash,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",,gemini-2.5-flash,,true,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260512_162328_cc7a,,gemini-2.5-flash-lite,false,generation_error,,1.163,"I could not produce a valid executable SQL query. Last error: Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",run_final
2026-05-12T21:09:30,bitte gib mir alle nationen,llama3.2:3b,llama3.2:3b,llama3.2:3b,"SELECT n_name, n_regionkey 
FROM nation 
LIMIT 50",true,,bitte gib mir alle nationen,llama3.2:3b,1,false,"SELECT n_name, n_regionkey 
FROM nation 
LIMIT 50",true,,true,25,run_20260512_210838_b527,"SELECT n_name, n_regionkey 
FROM nation 
LIMIT 50",llama3.2:3b,true,,nation,,,attempt
2026-05-12T21:09:30,bitte gib mir alle nationen,llama3.2:3b,,llama3.2:3b,,true,,,llama3.2:3b,,false,"SELECT n_name, n_regionkey 
FROM nation 
LIMIT 50",true,,true,25,run_20260512_210838_b527,"SELECT n_name, n_regionkey 
FROM nation 
LIMIT 50",llama3.2:3b,true,,nation,52.293,Die Abfrage lieferte 25 Zeilen.,run_final
2026-05-12T21:14:58,bitte zeige mir alle Nationen an ,llama3.2:3b,llama3.2:3b,llama3.2:3b,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,bitte zeige mir alle Nationen an ,llama3.2:3b,1,false,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,true,25,run_20260512_211455_4adc,"SELECT n_name, n_regionkey FROM nation LIMIT 50",llama3.2:3b,true,,nation,,,attempt
2026-05-12T21:14:58,bitte zeige mir alle Nationen an ,llama3.2:3b,,llama3.2:3b,,true,,,llama3.2:3b,,false,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,true,25,run_20260512_211455_4adc,"SELECT n_name, n_regionkey FROM nation LIMIT 50",llama3.2:3b,true,,nation,2.589,Die Abfrage lieferte 25 Zeilen.,run_final
2026-05-12T21:17:07,bitte zeige mir alle Nationen an,llama3.2:3b,llama3.2:3b,llama3.2:3b,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,bitte zeige mir alle Nationen an,llama3.2:3b,1,false,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,true,25,run_20260512_211702_8cac,"SELECT n_name, n_regionkey FROM nation LIMIT 50",llama3.2:3b,true,,nation,,,attempt
2026-05-12T21:17:07,bitte zeige mir alle Nationen an,llama3.2:3b,,llama3.2:3b,,true,,,llama3.2:3b,,false,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,true,25,run_20260512_211702_8cac,"SELECT n_name, n_regionkey FROM nation LIMIT 50",llama3.2:3b,true,,nation,5.342,Die Abfrage lieferte 25 Zeilen.,run_final
2026-05-13T05:45:05,bitte gib mir alle nationen,llama3.2:3b,llama3.2:3b,llama3.2:3b,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,bitte gib mir alle nationen,llama3.2:3b,1,false,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,true,25,run_20260513_054331_d9c8,"SELECT n_name, n_regionkey FROM nation LIMIT 50",llama3.2:3b,true,,nation,,,attempt
2026-05-13T05:45:05,bitte gib mir alle nationen,llama3.2:3b,,llama3.2:3b,,true,,,llama3.2:3b,,false,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,true,25,run_20260513_054331_d9c8,"SELECT n_name, n_regionkey FROM nation LIMIT 50",llama3.2:3b,true,,nation,93.766,Die Abfrage lieferte 25 Zeilen.,run_final
2026-05-13T06:14:30,bitte gib mir alle nationen ,llama3.2:3b,llama3.2:3b,llama3.2:3b,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,bitte gib mir alle nationen ,llama3.2:3b,1,false,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,true,25,run_20260513_061252_9716,"SELECT n_name, n_regionkey FROM nation LIMIT 50",llama3.2:3b,true,,nation,,,attempt
2026-05-13T06:14:30,bitte gib mir alle nationen ,llama3.2:3b,,llama3.2:3b,,true,,,llama3.2:3b,,false,"SELECT n_name, n_regionkey FROM nation LIMIT 50",true,,true,25,run_20260513_061252_9716,"SELECT n_name, n_regionkey FROM nation LIMIT 50",llama3.2:3b,true,,nation,98.301,Die Abfrage lieferte 25 Zeilen.,run_final
2026-05-13T06:15:02,bitte gib mir alle nationen ,gemini-2.5-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite,,false,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",bitte gib mir alle nationen ,gemini-2.5-flash-lite,1,false,,false,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260513_061501_2165,,gemini-2.5-flash-lite,false,validation_error,,,,attempt
2026-05-13T06:15:02,bitte gib mir alle nationen ,gemini-2.5-flash-lite,gemini-2.5-flash,gemini-2.5-flash,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",bitte gib mir alle nationen ,gemini-2.5-flash,1,true,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260513_061501_2165,,gemini-2.5-flash-lite,false,validation_error,,,,attempt
2026-05-13T06:15:02,bitte gib mir alle nationen ,gemini-2.5-flash-lite,,gemini-2.5-flash,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",,gemini-2.5-flash,,true,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260513_061501_2165,,gemini-2.5-flash-lite,false,generation_error,,1.309,"Ich konnte keine gültige ausführbare SQL-Abfrage erzeugen. Letzter Fehler: Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",run_final
2026-05-13T06:20:52,bitte gib mir alle nationen ,gemini-3.1-flash-lite-preview,gemini-2.5-flash,gemini-3.1-flash-lite-preview,,false,"Error calling model 'gemini-3.1-flash-lite-preview' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",bitte gib mir alle nationen ,gemini-3.1-flash-lite-preview,1,false,,false,"Error calling model 'gemini-3.1-flash-lite-preview' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260513_062051_d75b,,gemini-3.1-flash-lite-preview,false,validation_error,,,,attempt
2026-05-13T06:20:53,bitte gib mir alle nationen ,gemini-3.1-flash-lite-preview,gemini-2.5-flash,gemini-2.5-flash,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",bitte gib mir alle nationen ,gemini-2.5-flash,1,true,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260513_062051_d75b,,gemini-3.1-flash-lite-preview,false,validation_error,,,,attempt
2026-05-13T06:20:53,bitte gib mir alle nationen ,gemini-3.1-flash-lite-preview,,gemini-2.5-flash,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",,gemini-2.5-flash,,true,,false,"Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260513_062051_d75b,,gemini-3.1-flash-lite-preview,false,generation_error,,2.001,"Ich konnte keine gültige ausführbare SQL-Abfrage erzeugen. Letzter Fehler: Error calling model 'gemini-2.5-flash' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",run_final
2026-05-13T06:22:59,bitte gib mir alle nationen ,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,,false,"Error calling model 'gemini-3.1-flash-lite-preview' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",bitte gib mir alle nationen ,gemini-3.1-flash-lite-preview,1,false,,false,"Error calling model 'gemini-3.1-flash-lite-preview' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260513_062257_2da4,,gemini-3.1-flash-lite-preview,false,validation_error,,,,attempt
2026-05-13T06:22:59,bitte gib mir alle nationen ,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,,false,"Error calling model 'gemini-3.1-flash-lite-preview' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",bitte gib mir alle nationen ,gemini-3.1-flash-lite-preview,1,true,,false,"Error calling model 'gemini-3.1-flash-lite-preview' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",false,0,run_20260513_062257_2da4,,gemini-3.1-flash-lite-preview,false,validation_error,,,,attempt
